"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort"
"925","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",127,"Body Weight",34750,"fed","[<Treatment: Control Diet>]","Cohort 6"
"926","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",127,"Body Weight",36570,"fed","[<Treatment: Control Diet>]","Cohort 6"
"927","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",127,"Body Weight",34910,"fed","[<Treatment: Control Diet>]","Cohort 6"
"928","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",127,"Body Weight",33000,"fed","[<Treatment: Control Diet>]","Cohort 6"
"929","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",127,"Body Weight",37300,"fed","[<Treatment: Control Diet>]","Cohort 6"
"930","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",141,"Body Weight",35810,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"931","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",141,"Body Weight",40900,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"932","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",141,"Body Weight",45290,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"933","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",141,"Body Weight",38360,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"934","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",141,"Body Weight",35280,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"935","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",141,"Body Weight",38870,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"936","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",141,"Body Weight",41300,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"937","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",141,"Body Weight",43810,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"938","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",141,"Body Weight",36210,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"939","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",141,"Body Weight",42620,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"940","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",141,"Body Weight",41600,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"941","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",141,"Body Weight",46540,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"942","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",141,"Body Weight",39040,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"943","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",141,"Body Weight",40800,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"944","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",141,"Body Weight",42200,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"945","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",141,"Body Weight",42020,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"946","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",141,"Body Weight",37660,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"947","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",141,"Body Weight",39940,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"948","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",141,"Body Weight",42480,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"949","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",141,"Body Weight",44200,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"950","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",141,"Body Weight",37790,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"951","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",141,"Body Weight",45250,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"952","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",141,"Body Weight",42580,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"953","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",141,"Body Weight",38710,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"954","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",141,"Body Weight",34340,"fed","[<Treatment: Control Diet>]","Cohort 6"
"955","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",141,"Body Weight",37090,"fed","[<Treatment: Control Diet>]","Cohort 6"
"956","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",141,"Body Weight",37510,"fed","[<Treatment: Control Diet>]","Cohort 6"
"957","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",141,"Body Weight",34440,"fed","[<Treatment: Control Diet>]","Cohort 6"
"958","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",141,"Body Weight",35510,"fed","[<Treatment: Control Diet>]","Cohort 6"
"959","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",141,"Body Weight",42070,"fed","[<Treatment: Control Diet>]","Cohort 6"
"960","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",141,"Body Weight",40350,"fed","[<Treatment: Control Diet>]","Cohort 6"
"961","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",141,"Body Weight",33620,"fed","[<Treatment: Control Diet>]","Cohort 6"
"962","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",141,"Body Weight",32130,"fed","[<Treatment: Control Diet>]","Cohort 6"
"963","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",141,"Body Weight",36880,"fed","[<Treatment: Control Diet>]","Cohort 6"
"964","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",141,"Body Weight",36750,"fed","[<Treatment: Control Diet>]","Cohort 6"
"965","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",141,"Body Weight",38350,"fed","[<Treatment: Control Diet>]","Cohort 6"
"966","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",141,"Body Weight",36660,"fed","[<Treatment: Control Diet>]","Cohort 6"
"967","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",141,"Body Weight",35140,"fed","[<Treatment: Control Diet>]","Cohort 6"
"968","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",141,"Body Weight",39340,"fed","[<Treatment: Control Diet>]","Cohort 6"
"993","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",155,"Body Weight",35400,"fed","[<Treatment: Control Diet>]","Cohort 6"
"994","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",155,"Body Weight",38410,"fed","[<Treatment: Control Diet>]","Cohort 6"
"995","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",155,"Body Weight",38260,"fed","[<Treatment: Control Diet>]","Cohort 6"
"996","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",155,"Body Weight",37880,"fed","[<Treatment: Control Diet>]","Cohort 6"
"997","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",155,"Body Weight",43440,"fed","[<Treatment: Control Diet>]","Cohort 6"
"998","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",155,"Body Weight",42120,"fed","[<Treatment: Control Diet>]","Cohort 6"
"999","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",155,"Body Weight",34100,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1000","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",155,"Body Weight",33670,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1001","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",155,"Body Weight",38090,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1002","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",155,"Body Weight",38830,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1003","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",155,"Body Weight",37760,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1004","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",155,"Body Weight",37030,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1005","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",155,"Body Weight",35940,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1006","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",155,"Body Weight",39680,"fed","[<Treatment: Control Diet>]","Cohort 6"
"1007","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",155,"Body Weight",39050,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1008","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",155,"Body Weight",43700,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1009","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",155,"Body Weight",48950,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1010","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",155,"Body Weight",41470,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1011","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",155,"Body Weight",38400,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1012","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",155,"Body Weight",41620,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1013","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",155,"Body Weight",43850,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1014","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",155,"Body Weight",46580,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1015","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",155,"Body Weight",40060,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1016","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",155,"Body Weight",46730,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1017","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",155,"Body Weight",44740,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1018","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",155,"Body Weight",48520,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1019","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",155,"Body Weight",42800,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1020","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",155,"Body Weight",44600,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1021","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",155,"Body Weight",45600,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1022","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",155,"Body Weight",43990,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1023","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",155,"Body Weight",40100,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1024","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",155,"Body Weight",43010,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1025","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",155,"Body Weight",44820,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1026","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",155,"Body Weight",46830,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1027","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",155,"Body Weight",42820,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1028","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",155,"Body Weight",49510,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1029","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",155,"Body Weight",43680,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1030","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",155,"Body Weight",42770,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"1031","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",155,"Body Weight",35540,"fed","[<Treatment: Control Diet>]","Cohort 6"
