"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort","Weight","Week"
"1015","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",155,"Body Weight",40060,"fed","High Fat Diet","Cohort 6",40.06,12
"1016","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",155,"Body Weight",46730,"fed","High Fat Diet","Cohort 6",46.73,12
"1017","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",155,"Body Weight",44740,"fed","High Fat Diet","Cohort 6",44.74,12
"1018","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",155,"Body Weight",48520,"fed","High Fat Diet","Cohort 6",48.52,12
"1019","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",155,"Body Weight",42800,"fed","High Fat Diet","Cohort 6",42.8,12
"1020","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",155,"Body Weight",44600,"fed","High Fat Diet","Cohort 6",44.6,12
"1021","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",155,"Body Weight",45600,"fed","High Fat Diet","Cohort 6",45.6,12
"1022","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",155,"Body Weight",43990,"fed","High Fat Diet","Cohort 6",43.99,12
"1023","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",155,"Body Weight",40100,"fed","High Fat Diet","Cohort 6",40.1,12
"1024","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",155,"Body Weight",43010,"fed","High Fat Diet","Cohort 6",43.01,12
"1025","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",155,"Body Weight",44820,"fed","High Fat Diet","Cohort 6",44.82,12
"1026","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",155,"Body Weight",46830,"fed","High Fat Diet","Cohort 6",46.83,12
"1027","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",155,"Body Weight",42820,"fed","High Fat Diet","Cohort 6",42.82,12
"1028","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",155,"Body Weight",49510,"fed","High Fat Diet","Cohort 6",49.51,12
"1029","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",155,"Body Weight",43680,"fed","High Fat Diet","Cohort 6",43.68,12
"1030","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",155,"Body Weight",42770,"fed","High Fat Diet","Cohort 6",42.77,12
"1031","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",155,"Body Weight",35540,"fed","Control Diet","Cohort 6",35.54,12
