"","gene_biotype","external_gene_name","ensembl_gene_id"
"14456","unprocessed_pseudogene","Vmn1r-ps146","ENSMUSG00000093453"
"14457","protein_coding","Gm382","ENSMUSG00000062791"
"14458","protein_coding","Arl3","ENSMUSG00000025035"
"14459","protein_coding","Krt83","ENSMUSG00000047641"
"14460","processed_pseudogene","Gm8107","ENSMUSG00000080710"
"14461","processed_transcript","Gm9581","ENSMUSG00000091562"
"14462","unprocessed_pseudogene","Gm29047","ENSMUSG00000101616"
"14463","protein_coding","Omd","ENSMUSG00000048368"
"14464","protein_coding","Nat1","ENSMUSG00000025588"
"14465","processed_pseudogene","Gm8111","ENSMUSG00000084394"
"14466","protein_coding","Frmpd1","ENSMUSG00000035615"
"14467","protein_coding","Tmem56","ENSMUSG00000028132"
"14468","protein_coding","Cdk17","ENSMUSG00000020015"
"14469","protein_coding","4921511C20Rik","ENSMUSG00000049815"
"14470","processed_pseudogene","Gm5499","ENSMUSG00000071035"
"14471","protein_coding","Ndufa6","ENSMUSG00000022450"
"14472","lincRNA","RP24-317M4.2","ENSMUSG00000104904"
"14473","sense_overlapping","Gm5092","ENSMUSG00000102080"
"14474","unprocessed_pseudogene","Gm28371","ENSMUSG00000101124"
"14475","protein_coding","Sytl2","ENSMUSG00000030616"
"14476","processed_pseudogene","Gm13378","ENSMUSG00000084071"
"14477","protein_coding","Nup43","ENSMUSG00000040034"
"14478","protein_coding","Usp31","ENSMUSG00000063317"
"14479","processed_pseudogene","Gm14970","ENSMUSG00000082382"
"14480","lincRNA","RP24-317M4.3","ENSMUSG00000106304"
"14481","protein_coding","Gm906","ENSMUSG00000095300"
"14482","protein_coding","Gm6811","ENSMUSG00000091550"
"14483","TR_J_gene","Traj30","ENSMUSG00000076899"
"14484","lincRNA","Gm28595","ENSMUSG00000099723"
"14485","protein_coding","Rap2b","ENSMUSG00000036894"
"14486","protein_coding","Lum","ENSMUSG00000036446"
"14487","antisense","Gm13327","ENSMUSG00000085680"
"14488","protein_coding","Acta2","ENSMUSG00000035783"
"14489","lincRNA","RP24-317M4.6","ENSMUSG00000105867"
"14490","unprocessed_pseudogene","Gm16545","ENSMUSG00000090259"
"14491","protein_coding","Bpifb2","ENSMUSG00000027481"
"14492","antisense","D630008O14Rik","ENSMUSG00000054006"
"14493","unprocessed_pseudogene","Gm7732","ENSMUSG00000096857"
"14494","TEC","Gm37032","ENSMUSG00000104381"
"14495","protein_coding","Cldn34c4","ENSMUSG00000043569"
"14496","protein_coding","Il15","ENSMUSG00000031712"
"14497","antisense","Gm37696","ENSMUSG00000103473"
"14498","protein_coding","Lmf2","ENSMUSG00000022614"
"14499","processed_pseudogene","Gm13379","ENSMUSG00000080846"
"14500","protein_coding","Ift43","ENSMUSG00000007867"
"14501","TR_J_gene","Traj29","ENSMUSG00000076900"
"14502","protein_coding","Gm815","ENSMUSG00000074913"
"14503","processed_pseudogene","Gm8349","ENSMUSG00000098208"
"14504","processed_pseudogene","Gm7162","ENSMUSG00000089817"
"14505","protein_coding","Dvl2","ENSMUSG00000020888"
"14506","protein_coding","C330011M18Rik","ENSMUSG00000056753"
"14507","protein_coding","Prl2c3","ENSMUSG00000056457"
"14508","protein_coding","Ear2","ENSMUSG00000072596"
"14509","processed_pseudogene","Gm16574","ENSMUSG00000089769"
"14510","processed_pseudogene","Gm13784","ENSMUSG00000084243"
"14511","protein_coding","Cln8","ENSMUSG00000026317"
"14512","protein_coding","Sgpp1","ENSMUSG00000021054"
"14513","TR_J_gene","Traj28","ENSMUSG00000076901"
"14514","protein_coding","Ankrd1","ENSMUSG00000024803"
"14515","protein_coding","B4galnt1","ENSMUSG00000006731"
"14516","protein_coding","Tnfrsf13c","ENSMUSG00000068105"
"14517","processed_pseudogene","Gm9700","ENSMUSG00000104489"
"14518","unprocessed_pseudogene","Gm17166","ENSMUSG00000090476"
"14519","protein_coding","Vmn1r21","ENSMUSG00000058588"
"14520","processed_pseudogene","RP24-218M19.5","ENSMUSG00000104534"
"14521","protein_coding","Lrrc16a","ENSMUSG00000021338"
"14522","TR_V_gene","Trav6-4","ENSMUSG00000094468"
"14523","processed_transcript","Snhg17","ENSMUSG00000085385"
"14524","protein_coding","Cmya5","ENSMUSG00000047419"
"14525","protein_coding","Il23a","ENSMUSG00000025383"
"14526","protein_coding","Vrtn","ENSMUSG00000071235"
"14527","protein_coding","Dpysl3","ENSMUSG00000024501"
"14528","protein_coding","Dmrt2","ENSMUSG00000048138"
"14529","protein_coding","Sh2d6","ENSMUSG00000052631"
"14530","protein_coding","Golt1a","ENSMUSG00000103421"
"14531","unprocessed_pseudogene","Vmn1r-ps12","ENSMUSG00000093530"
"14532","protein_coding","Defb10","ENSMUSG00000044743"
"14533","protein_coding","Gm3573","ENSMUSG00000091792"
"14534","protein_coding","Krt4","ENSMUSG00000059668"
"14535","protein_coding","Scarb1","ENSMUSG00000037936"
"14536","protein_coding","Gm10451","ENSMUSG00000073000"
"14537","processed_pseudogene","Gm8957","ENSMUSG00000098083"
"14538","protein_coding","Aco1","ENSMUSG00000028405"
"14539","protein_coding","Gm17622","ENSMUSG00000091109"
"14540","protein_coding","Mpi","ENSMUSG00000032306"
"14541","protein_coding","Cdc42ep2","ENSMUSG00000045664"
"14542","protein_coding","Spire1","ENSMUSG00000024533"
"14543","antisense","Airn","ENSMUSG00000078247"
"14544","unprocessed_pseudogene","Gm17165","ENSMUSG00000079273"
"14545","protein_coding","Cpt1c","ENSMUSG00000007783"
"14546","antisense","Gm16553","ENSMUSG00000089956"
"14547","TEC","Gm38029","ENSMUSG00000103992"
"14548","protein_coding","Cstf2t","ENSMUSG00000053536"
"14549","protein_coding","Gapt","ENSMUSG00000046006"
"14550","unprocessed_pseudogene","Gm17038","ENSMUSG00000091960"
"14551","lincRNA","Gm23925","ENSMUSG00000100992"
"14552","protein_coding","Tmed8","ENSMUSG00000034111"
"14553","protein_coding","Plod2","ENSMUSG00000032374"
"14554","protein_coding","Apol8","ENSMUSG00000056656"
"14555","protein_coding","Minpp1","ENSMUSG00000024896"
"14556","pseudogene","Gm8385","ENSMUSG00000044515"
"14557","protein_coding","Mcidas","ENSMUSG00000074651"
"14558","protein_coding","Cops5","ENSMUSG00000025917"
"14559","TR_J_gene","Traj27","ENSMUSG00000076902"
"14560","transcribed_processed_pseudogene","Gm28844","ENSMUSG00000101374"
"14561","protein_coding","Fdxr","ENSMUSG00000018861"
"14562","lincRNA","9130019P16Rik","ENSMUSG00000073067"
"14563","processed_pseudogene","Gm12424","ENSMUSG00000094286"
"14564","protein_coding","Cs","ENSMUSG00000005683"
"14565","protein_coding","Fam186b","ENSMUSG00000078907"
"14566","antisense","1700003G13Rik","ENSMUSG00000085831"
"14567","protein_coding","Syce2","ENSMUSG00000003824"
"14568","processed_pseudogene","Gm15526","ENSMUSG00000080205"
"14569","protein_coding","Gskip","ENSMUSG00000044715"
"14570","protein_coding","Cyp2c69","ENSMUSG00000092008"
"14571","protein_coding","Kiss1","ENSMUSG00000102367"
"14572","protein_coding","Hmgxb3","ENSMUSG00000024622"
"14573","protein_coding","Umod","ENSMUSG00000030963"
"14574","protein_coding","Dnajc16","ENSMUSG00000040697"
"14575","protein_coding","Plekhd1","ENSMUSG00000066438"
"14576","antisense","Gm11201","ENSMUSG00000085941"
"14577","protein_coding","Vmn1r214","ENSMUSG00000061829"
"14578","protein_coding","4930571K23Rik","ENSMUSG00000090457"
"14579","protein_coding","Gpr158","ENSMUSG00000045967"
"14580","protein_coding","Ddx41","ENSMUSG00000021494"
"14581","protein_coding","Nusap1","ENSMUSG00000027306"
"14582","protein_coding","Cdo1","ENSMUSG00000033022"
"14583","protein_coding","Itga10","ENSMUSG00000090210"
"14584","unprocessed_pseudogene","Vmn1r-ps126","ENSMUSG00000083124"
"14585","protein_coding","Slc6a2","ENSMUSG00000055368"
"14586","protein_coding","1700011H14Rik","ENSMUSG00000021850"
"14587","protein_coding","Csad","ENSMUSG00000023044"
"14588","lincRNA","Mir124-2hg","ENSMUSG00000100252"
"14589","protein_coding","Akap9","ENSMUSG00000040407"
"14590","processed_pseudogene","Gm13204","ENSMUSG00000082860"
"14591","protein_coding","Gm21967","ENSMUSG00000094114"
"14592","protein_coding","Dnase1l3","ENSMUSG00000025279"
"14593","protein_coding","Irx5","ENSMUSG00000031737"
"14594","protein_coding","Polr3b","ENSMUSG00000034453"
"14595","lincRNA","Gm13391","ENSMUSG00000086109"
"14596","protein_coding","Tmprss13","ENSMUSG00000037129"
"14597","protein_coding","Gck","ENSMUSG00000041798"
"14598","protein_coding","Creld1","ENSMUSG00000030284"
"14599","lincRNA","RP23-267O21.5","ENSMUSG00000106227"
"14600","TR_V_gene","Trav7-4","ENSMUSG00000094766"
"14601","TEC","Gm38386","ENSMUSG00000102599"
"14602","protein_coding","Exoc6","ENSMUSG00000053799"
"14603","protein_coding","Bpifb6","ENSMUSG00000068009"
"14604","protein_coding","Serpina3i","ENSMUSG00000079014"
"14605","protein_coding","Clec4g","ENSMUSG00000074491"
"14606","TR_J_gene","Traj26","ENSMUSG00000076903"
"14607","processed_pseudogene","RP23-230L15.11","ENSMUSG00000105666"
"14608","processed_pseudogene","Gm13423","ENSMUSG00000081648"
"14609","protein_coding","Tie1","ENSMUSG00000033191"
"14610","protein_coding","Cul4b","ENSMUSG00000031095"
"14611","protein_coding","Srek1","ENSMUSG00000032621"
"14612","protein_coding","Mob4","ENSMUSG00000025979"
"14613","protein_coding","Lta4h","ENSMUSG00000015889"
"14614","protein_coding","Adra2b","ENSMUSG00000058620"
"14615","lincRNA","Gm29007","ENSMUSG00000101067"
"14616","protein_coding","Nqo1","ENSMUSG00000003849"
"14617","protein_coding","Zbtb8b","ENSMUSG00000048485"
"14618","TR_V_gene","Trav8-1","ENSMUSG00000076831"
"14619","protein_coding","Ranbp10","ENSMUSG00000037415"
"14620","protein_coding","Rpl9-ps6","ENSMUSG00000062456"
"14621","protein_coding","Pex11b","ENSMUSG00000106447"
"14622","protein_coding","Gm17026","ENSMUSG00000092152"
"14623","protein_coding","Hltf","ENSMUSG00000002428"
"14624","lincRNA","1700054K19Rik","ENSMUSG00000100219"
"14625","protein_coding","Zfp936","ENSMUSG00000064194"
"14626","lincRNA","Gm29177","ENSMUSG00000100612"
"14627","protein_coding","1110007C09Rik","ENSMUSG00000037960"
"14628","protein_coding","Polr1e","ENSMUSG00000028318"
"14629","processed_transcript","D230022J07Rik","ENSMUSG00000087176"
"14630","protein_coding","Trim27","ENSMUSG00000021326"
"14631","TR_V_gene","Trav9-1","ENSMUSG00000096900"
"14632","lincRNA","A530076I17Rik","ENSMUSG00000086124"
"14633","protein_coding","Zfp277","ENSMUSG00000055917"
"14634","protein_coding","Sgol2b","ENSMUSG00000094443"
"14635","lincRNA","1700101O22Rik","ENSMUSG00000102096"
"14636","protein_coding","Tex14","ENSMUSG00000010342"
"14637","protein_coding","Defb9","ENSMUSG00000047390"
"14638","unprocessed_pseudogene","Gm12880","ENSMUSG00000082821"
"14639","protein_coding","Med25","ENSMUSG00000002968"
"14640","protein_coding","Endou","ENSMUSG00000022468"
"14641","protein_coding","Gbe1","ENSMUSG00000022707"
"14642","antisense","Gm13707","ENSMUSG00000085768"
"14643","protein_coding","Malt1","ENSMUSG00000032688"
"14644","lincRNA","2700038G22Rik","ENSMUSG00000097180"
"14645","protein_coding","Dand5","ENSMUSG00000053226"
"14646","protein_coding","Cdkn2aipnl","ENSMUSG00000020392"
"14647","protein_coding","Nrsn2","ENSMUSG00000059361"
"14648","protein_coding","Zfp866","ENSMUSG00000043090"
"14649","TR_V_gene","Trav6-5","ENSMUSG00000096149"
"14650","protein_coding","Vmn1r215","ENSMUSG00000099917"
"14651","protein_coding","Cntnap5a","ENSMUSG00000070695"
"14652","protein_coding","Defb11","ENSMUSG00000045337"
"14653","protein_coding","Dimt1","ENSMUSG00000021692"
"14654","protein_coding","Noto","ENSMUSG00000068302"
"14655","protein_coding","Gm12887","ENSMUSG00000078575"
"14656","protein_coding","Lars","ENSMUSG00000024493"
"14657","antisense","Gm11967","ENSMUSG00000084819"
"14658","protein_coding","Rpp14","ENSMUSG00000023156"
"14659","protein_coding","Vtcn1","ENSMUSG00000051076"
"14660","protein_coding","Sh3kbp1","ENSMUSG00000040990"
"14661","processed_pseudogene","Gm12878","ENSMUSG00000083615"
"14662","processed_pseudogene","Gm14165","ENSMUSG00000081434"
"14663","protein_coding","Vmn1r216","ENSMUSG00000057799"
"14664","protein_coding","Uap1","ENSMUSG00000026670"
"14665","TR_V_gene","Trav10","ENSMUSG00000096551"
"14666","protein_coding","4931423N10Rik","ENSMUSG00000026774"
"14667","protein_coding","Galnt12","ENSMUSG00000039774"
"14668","protein_coding","Meox2","ENSMUSG00000036144"
"14669","protein_coding","Defb15","ENSMUSG00000048500"
"14670","protein_coding","Sorl1","ENSMUSG00000049313"
"14671","protein_coding","Myo1a","ENSMUSG00000025401"
"14672","protein_coding","Snhg11","ENSMUSG00000044349"
"14673","protein_coding","Cdh11","ENSMUSG00000031673"
"14674","processed_pseudogene","Gm12892","ENSMUSG00000083679"
"14675","protein_coding","Slc17a3","ENSMUSG00000036083"
"14676","protein_coding","F830016B08Rik","ENSMUSG00000090942"
"14677","protein_coding","Rpp14","ENSMUSG00000094130"
"14678","protein_coding","Jdp2","ENSMUSG00000034271"
"14679","protein_coding","Pon3","ENSMUSG00000029759"
"14680","protein_coding","Edn2","ENSMUSG00000028635"
"14681","processed_pseudogene","Gm26731","ENSMUSG00000097349"
"14682","protein_coding","Prdm1","ENSMUSG00000038151"
"14683","processed_pseudogene","Gm12896","ENSMUSG00000083558"
"14684","processed_transcript","Gm11542","ENSMUSG00000085051"
"14685","protein_coding","Tmem263","ENSMUSG00000060935"
"14686","protein_coding","Defb35","ENSMUSG00000058052"
"14687","protein_coding","Sv2b","ENSMUSG00000053025"
"14688","processed_pseudogene","Gm13422","ENSMUSG00000084098"
"14689","protein_coding","Aaas","ENSMUSG00000036678"
"14690","unprocessed_pseudogene","Gm12897","ENSMUSG00000083949"
"14691","processed_transcript","Gm14164","ENSMUSG00000068062"
"14692","protein_coding","Ap3s1","ENSMUSG00000024480"
"14693","processed_pseudogene","Gm12997","ENSMUSG00000082249"
"14694","TR_J_gene","Traj25","ENSMUSG00000076904"
"14695","processed_pseudogene","Gm37545","ENSMUSG00000099610"
"14696","unprocessed_pseudogene","Gm12893","ENSMUSG00000083867"
"14697","processed_pseudogene","Gm12516","ENSMUSG00000084144"
"14698","protein_coding","Olfr159","ENSMUSG00000044801"
"14699","protein_coding","Fhl4","ENSMUSG00000050035"
"14700","pseudogene","4930465K10Rik","ENSMUSG00000056682"
"14701","processed_pseudogene","Gm15516","ENSMUSG00000082662"
"14702","processed_pseudogene","Gm14201","ENSMUSG00000083168"
"14703","processed_pseudogene","Gm12933","ENSMUSG00000081210"
"14704","TEC","Gm38391","ENSMUSG00000103622"
"14705","protein_coding","Ntf5","ENSMUSG00000074121"
"14706","protein_coding","Ubr4","ENSMUSG00000066036"
"14707","unprocessed_pseudogene","Olfr29-ps1","ENSMUSG00000081420"
"14708","protein_coding","Tdrkh","ENSMUSG00000041912"
"14709","protein_coding","Defb13","ENSMUSG00000044222"
"14710","protein_coding","Mterf2","ENSMUSG00000049038"
"14711","protein_coding","Dpp6","ENSMUSG00000061576"
"14712","processed_pseudogene","Gm14202","ENSMUSG00000083715"
"14713","processed_pseudogene","Gm12492","ENSMUSG00000081329"
"14714","protein_coding","Ppp1r14a","ENSMUSG00000037166"
"14715","protein_coding","Gm28040","ENSMUSG00000098306"
"14716","sense_intronic","Gm28791","ENSMUSG00000100394"
"14717","protein_coding","Ccdc65","ENSMUSG00000003354"
"14718","TR_V_gene","Trav6d-4","ENSMUSG00000095387"
"14719","processed_pseudogene","Gm14200","ENSMUSG00000081800"
"14720","protein_coding","Tll1","ENSMUSG00000053626"
"14721","protein_coding","Olfr156","ENSMUSG00000059448"
"14722","protein_coding","Tm4sf1","ENSMUSG00000027800"
"14723","protein_coding","Cry1","ENSMUSG00000020038"
"14724","protein_coding","Irx6","ENSMUSG00000031738"
"14725","processed_pseudogene","Gm28263","ENSMUSG00000102033"
"14726","protein_coding","Prss55","ENSMUSG00000034623"
"14727","protein_coding","Btnl10","ENSMUSG00000020490"
"14728","protein_coding","Olfr763","ENSMUSG00000063374"
"14729","antisense","Gm15527","ENSMUSG00000086946"
"14730","protein_coding","Dsg1a","ENSMUSG00000069441"
"14731","protein_coding","C86695","ENSMUSG00000079112"
"14732","protein_coding","Olfr767","ENSMUSG00000059762"
"14733","protein_coding","Btbd1","ENSMUSG00000025103"
"14734","protein_coding","Gm19965","ENSMUSG00000094429"
"14735","protein_coding","Gm9611","ENSMUSG00000095371"
"14736","protein_coding","Prl8a2","ENSMUSG00000018259"
"14737","lincRNA","Gm16337","ENSMUSG00000089794"
"14738","processed_pseudogene","Gm17777","ENSMUSG00000101154"
"14739","TEC","Gm37643","ENSMUSG00000103194"
"14740","protein_coding","Olfr558","ENSMUSG00000070423"
"14741","protein_coding","Zfp963","ENSMUSG00000092260"
"14742","protein_coding","Rps27l","ENSMUSG00000036781"
"14743","protein_coding","Ube2n","ENSMUSG00000074781"
"14744","processed_pseudogene","Gm28361","ENSMUSG00000101573"
"14745","protein_coding","Ssr3","ENSMUSG00000027828"
"14746","protein_coding","Fgf21","ENSMUSG00000030827"
"14747","protein_coding","Tubg1","ENSMUSG00000035198"
"14748","protein_coding","Epg5","ENSMUSG00000039840"
"14749","protein_coding","Gm7995","ENSMUSG00000094157"
"14750","protein_coding","Prpf39","ENSMUSG00000035597"
"14751","protein_coding","Ccdc70","ENSMUSG00000017049"
"14752","sense_intronic","RP23-298M23.7","ENSMUSG00000106032"
"14753","protein_coding","Try10","ENSMUSG00000071521"
"14754","protein_coding","Zfp813-ps","ENSMUSG00000101373"
"14755","protein_coding","Myf5","ENSMUSG00000000435"
"14756","protein_coding","Rfx1","ENSMUSG00000031706"
"14757","protein_coding","Olfr582","ENSMUSG00000073961"
"14758","protein_coding","Ksr1","ENSMUSG00000018334"
"14759","lincRNA","RP23-191N23.1","ENSMUSG00000105151"
"14760","protein_coding","Gm20422","ENSMUSG00000092544"
"14761","antisense","Gm16093","ENSMUSG00000087108"
"14762","lincRNA","Gm11195","ENSMUSG00000086380"
"14763","processed_pseudogene","RP24-174D10.4","ENSMUSG00000105819"
"14764","protein_coding","BC031181","ENSMUSG00000036299"
"14765","protein_coding","Vmn1r22","ENSMUSG00000093501"
"14766","protein_coding","Cmtm4","ENSMUSG00000096188"
"14767","protein_coding","Ddx46","ENSMUSG00000021500"
"14768","protein_coding","Csrp2","ENSMUSG00000020186"
"14769","processed_pseudogene","RP24-174D10.5","ENSMUSG00000106117"
"14770","processed_pseudogene","Mpc1-ps","ENSMUSG00000091498"
"14771","protein_coding","Moxd1","ENSMUSG00000020000"
"14772","processed_transcript","1700003D09Rik","ENSMUSG00000085944"
"14773","protein_coding","Olfr701","ENSMUSG00000036744"
"14774","sense_intronic","RP23-70G12.3","ENSMUSG00000104925"
"14775","processed_pseudogene","Rps19-ps6","ENSMUSG00000096942"
"14776","protein_coding","Nell2","ENSMUSG00000022454"
"14777","protein_coding","Krtap12-1","ENSMUSG00000069583"
"14778","protein_coding","Prss51","ENSMUSG00000052099"
"14779","protein_coding","Vmn1r23","ENSMUSG00000093376"
"14780","protein_coding","Slc38a3","ENSMUSG00000010064"
"14781","processed_transcript","Gm9921","ENSMUSG00000092404"
"14782","protein_coding","Acacb","ENSMUSG00000042010"
"14783","protein_coding","Mprip","ENSMUSG00000005417"
"14784","protein_coding","Epdr1","ENSMUSG00000002808"
"14785","protein_coding","Kcnc2","ENSMUSG00000035681"
"14786","TEC","Gm36971","ENSMUSG00000104308"
"14787","protein_coding","Igf2r","ENSMUSG00000023830"
"14788","lincRNA","Gm13855","ENSMUSG00000087613"
"14789","protein_coding","Smpx","ENSMUSG00000041476"
"14790","protein_coding","Maz","ENSMUSG00000030678"
"14791","protein_coding","Gpat2","ENSMUSG00000046338"
"14792","protein_coding","Tgs1","ENSMUSG00000028233"
"14793","protein_coding","Eef1a1","ENSMUSG00000037742"
"14794","protein_coding","Rph3a","ENSMUSG00000029608"
"14795","protein_coding","Pstpip2","ENSMUSG00000025429"
"14796","protein_coding","Zgrf1","ENSMUSG00000051278"
"14797","protein_coding","Olfr716","ENSMUSG00000073896"
"14798","protein_coding","Gripap1","ENSMUSG00000031153"
"14799","protein_coding","Bpifb3","ENSMUSG00000068008"
"14800","protein_coding","Sfrp4","ENSMUSG00000021319"
"14801","protein_coding","Glra3","ENSMUSG00000038257"
"14802","protein_coding","Krt86","ENSMUSG00000067614"
"14803","protein_coding","Olfr473","ENSMUSG00000095212"
"14804","protein_coding","Grm1","ENSMUSG00000019828"
